comment_num,retweet_num,like_num,Trend,polarity,subjectivity
1,1,1,1,-0.067,0.367
0,0,0,1,0.136,0.455
0,0,0,1,-0.072,0.567
0,0,0,1,0.0,0.0
2,2,2,1,0.2,0.563
0,0,0,1,0.625,0.5
0,0,0,1,0.0,0.35
0,0,0,1,-0.5,0.2
0,0,0,1,0.308,0.525
0,0,0,1,0.2,0.2
1,1,1,1,0.15,0.53
0,0,0,1,-0.412,0.521
0,0,0,1,0.0,0.0
0,0,0,1,0.1,0.307
0,0,0,1,0.0,0.0
2,2,2,1,0.29,0.459
1,1,1,1,0.4,0.4
1,1,1,1,0.7,0.7
0,0,0,1,0.445,0.47
0,0,0,1,-0.287,0.387
1,1,1,1,0.103,0.354
0,0,0,1,0.215,0.296
0,0,0,1,0.45,0.65
0,0,0,1,0.4,0.8
0,0,0,1,0.0,0.667
0,0,0,1,0.133,0.533
0,0,0,1,0.0,1.0
0,0,0,1,0.5,0.75
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.1
0,0,0,1,0.119,0.478
0,0,0,1,0.174,0.349
0,0,0,1,0.0,0.0
0,0,0,1,0.2,0.5
0,0,0,1,0.35,0.7
3,3,3,1,0.025,0.525
1,1,1,1,0.7,0.6
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
0,0,0,1,0.136,0.5
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.3
2,2,2,1,0.15,0.5
2,2,2,1,0.467,0.433
0,0,0,1,0.088,0.875
0,0,0,1,0.5,1.0
1,1,1,1,-0.333,0.767
1,1,1,1,0.0,0.667
0,0,0,1,0.0,0.0
0,0,0,1,0.099,0.432
2,2,2,1,0.4,0.4
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
2,2,2,1,0.3,0.833
0,0,0,1,-0.6,0.9
0,0,0,1,0.5,0.5
1,1,1,1,-1.0,1.0
0,0,0,1,0.0,0.65
1,1,1,1,0.075,0.475
1,1,1,1,0.275,0.55
0,0,0,1,0.15,0.425
14,14,14,1,0.225,0.325
3,3,3,1,0.287,0.657
0,0,0,1,0.35,0.55
2,2,2,1,0.0,0.0
