comment_num,retweet_num,like_num,Trend,polarity,subjectivity
0,0,0,1,-0.25,0.5
1,1,1,1,0.25,0.5
9,9,9,1,0.183,0.383
7,7,7,1,0.112,0.713
0,0,0,1,-0.2,0.1
1,1,1,1,-0.5,1.0
0,0,0,1,0.214,0.571
0,0,0,1,0.333,0.522
1,1,1,1,-0.58,0.68
0,0,0,1,0.4,0.8
0,0,0,1,0.0,0.3
0,0,0,1,0.233,0.767
0,0,0,1,0.4,0.8
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
0,0,0,1,0.011,0.342
0,0,0,1,0.115,0.335
0,0,0,1,0.45,0.65
0,0,0,1,0.0,0.3
1,1,1,1,0.134,0.486
2,2,2,1,0.0,0.0
2,2,2,1,0.0,0.95
6,6,6,1,0.2,0.2
0,0,0,1,-0.133,0.6
3,3,3,1,0.2,0.3
0,0,0,1,0.095,0.279
0,0,0,1,0.275,0.533
0,0,0,1,0.0,0.0
1,1,1,1,0.583,0.8
1,1,1,1,0.286,0.536
1,1,1,1,0.0,0.0
0,0,0,1,0.0,0.0
1,1,1,1,0.098,0.526
1,1,1,1,-0.3,0.6
0,0,0,1,-0.078,0.394
0,0,0,1,-0.05,0.4
0,0,0,1,0.28,0.68
0,0,0,1,0.25,0.4
0,0,0,1,-0.108,0.47
0,0,0,1,0.0,0.125
0,0,0,1,-0.15,0.4
1,1,1,1,0.125,0.217
0,0,0,1,0.217,0.589
5,5,5,1,0.143,0.318
0,0,0,1,0.48,0.62
0,0,0,1,0.125,0.575
0,0,0,1,-0.1,0.15
"","","",1,0.375,0.75
27,27,27,1,0.56,0.667
0,0,0,1,0.5,0.5
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
2,2,2,1,0.0,0.0
0,0,0,1,0.0,0.4
0,0,0,1,0.0,1.0
1,1,1,1,0.0,0.0
0,0,0,1,-0.006,0.344
0,0,0,1,0.078,0.344
0,0,0,1,-0.025,0.45
0,0,0,1,0.0,1.0
0,0,0,1,-0.089,0.611
1,1,1,1,0.8,0.7
1,1,1,1,0.275,0.625
6,6,6,1,0.245,0.502
0,0,0,1,0.0,0.0
1,1,1,1,0.004,0.582
1,1,1,1,0.5,0.5
0,0,0,1,0.0,0.0
0,0,0,1,0.1,0.317
6,6,6,1,-0.05,0.894
0,0,0,1,0.0,0.1
1,1,1,1,0.312,0.625
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
25,25,25,1,0.2,0.4
0,0,0,1,0.4,0.8
0,0,0,1,0.0,0.033
0,0,0,1,0.15,0.45
2,2,2,1,0.069,0.35
0,0,0,1,0.0,0.0
0,0,0,1,0.074,0.324
0,0,0,1,0.206,0.344
0,0,0,1,-0.083,0.583
0,0,0,1,0.267,0.467
0,0,0,1,-0.1,0.5
0,0,0,1,0.333,0.367
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.25
1,1,1,1,-0.082,0.477
2,2,2,1,-0.433,0.767
0,0,0,1,-0.05,0.4
0,0,0,1,0.031,0.3
0,0,0,1,-0.172,0.394
0,0,0,1,0.05,0.2
1,1,1,1,0.0,0.3
0,0,0,1,-0.017,0.275
0,0,0,1,0.364,0.523
0,0,0,1,0.39,1.0
1,1,1,1,-0.013,0.4
2,2,2,1,0.0,0.125
0,0,0,1,0.4,0.8
5,5,5,1,0.05,0.617
4,4,4,1,0.0,0.125
0,0,0,1,0.175,0.338
2,2,2,1,0.2,0.467
1,1,1,1,0.471,0.614
3,3,3,1,0.0,0.0
0,0,0,1,0.0,0.375
0,0,0,1,0.5,1.0
1,1,1,1,-0.55,0.633
0,0,0,1,-0.126,0.644
0,0,0,1,0.142,0.273
0,0,0,1,0.0,0.0
0,0,0,1,-0.385,0.43
0,0,0,1,0.133,0.667
0,0,0,1,0.136,0.455
0,0,0,1,-0.5,0.55
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
3,3,3,1,0.281,0.528
0,0,0,1,0.0,0.0
0,0,0,1,0.025,0.2
0,0,0,1,0.25,0.25
0,0,0,1,-0.275,0.692
1,1,1,1,0.275,0.375
0,0,0,1,-0.1,0.4
2,2,2,1,-0.067,0.7
0,0,0,1,-0.125,0.1
1,1,1,1,-0.167,0.067
1,1,1,1,0.0,0.133
0,0,0,1,-0.394,0.75
5,5,5,1,0.8,0.9
6,6,6,1,0.0,0.0
1,1,1,1,0.217,0.361
0,0,0,1,0.067,0.696
1,1,1,1,-0.163,0.338
1,1,1,1,-0.05,0.4
0,0,0,1,0.0,1.0
1,1,1,1,0.0,0.0
1,1,1,1,-0.062,0.4
0,0,0,1,0.0,0.0
2,2,2,1,0.25,0.25
0,0,0,1,0.0,0.0
0,0,0,1,0.0,1.0
0,0,0,1,-0.133,0.256
0,0,0,1,0.0,0.0
1,1,1,1,0.2,0.2
0,0,0,1,-0.75,1.0
1,1,1,1,-0.234,0.488
0,0,0,1,0.433,0.583
0,0,0,1,-0.033,0.459
25,25,25,1,0.0,0.5
0,0,0,1,0.167,0.867
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
9,9,9,0,0.167,0.667
2,2,2,0,0.3,0.8
1,1,1,0,0.6,0.7
0,0,0,0,0.15,0.633
0,0,0,0,0.5,0.5
0,0,0,0,0.0,0.0
1,1,1,0,0.5,0.5
0,0,0,0,0.0,0.0
