comment_num,retweet_num,like_num,Trend,polarity,subjectivity
1,1,1,1,0.0,0.25
0,0,0,1,-0.4,0.8
1,1,1,1,0.25,0.25
1,1,1,1,-0.275,0.925
2,2,2,1,0.0,0.0
0,0,0,1,0.295,0.688
0,0,0,1,0.2,0.65
0,0,0,1,0.0,0.0
0,0,0,1,0.425,0.625
0,0,0,1,-0.156,0.289
0,0,0,1,0.7,0.85
1,1,1,1,0.05,0.5
3,3,3,1,0.283,0.411
"","","",1,0.0,0.0
4,4,4,1,0.3,0.2
0,0,0,1,0.247,0.344
0,0,0,1,-0.062,0.4
"","","",1,0.0,0.0
0,0,0,1,0.195,0.485
0,0,0,1,0.09,0.495
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
0,0,0,1,0.095,0.212
0,0,0,1,0.4,0.8
0,0,0,1,0.16,0.54
3,3,3,1,0.1,0.704
0,0,0,1,-0.1,0.8
2,2,2,1,0.0,0.4
"","","",1,0.0,0.0
2,2,2,1,0.12,0.55
"","","",1,0.0,0.0
5,5,5,1,0.3,0.9
0,0,0,1,0.25,0.3
0,0,0,1,0.5,0.6
1,1,1,1,0.0,1.0
1,1,1,1,0.0,0.0
0,0,0,1,0.4,0.633
0,0,0,1,-0.021,0.317
0,0,0,1,0.0,0.1
11,11,11,1,-0.45,0.75
0,0,0,1,0.0,0.25
0,0,0,1,0.65,0.8
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
2,2,2,1,0.279,0.679
0,0,0,1,0.2,0.4
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
0,0,0,1,0.317,0.4
8,8,8,1,-0.2,0.4
0,0,0,1,0.7,0.6
0,0,0,1,0.0,0.0
0,0,0,1,0.5,0.5
0,0,0,1,0.0,0.0
0,0,0,1,0.375,0.375
"","","",1,0.0,1.0
2,2,2,1,0.0,0.0
0,0,0,1,0.0,0.0
1,1,1,1,0.0,0.0
0,0,0,1,-0.008,0.518
0,0,0,1,0.045,0.352
0,0,0,1,0.525,0.625
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.05
0,0,0,1,-0.195,0.607
1,1,1,1,0.0,0.0
0,0,0,1,0.171,0.6
0,0,0,1,0.036,0.45
0,0,0,1,0.207,0.384
0,0,0,1,0.069,0.5
0,0,0,1,0.0,0.0
0,0,0,1,0.011,0.622
0,0,0,1,-0.45,0.5
1,1,1,1,0.0,0.5
0,0,0,1,0.0,0.0
0,0,0,1,0.393,0.518
1,1,1,1,0.2,0.5
2,2,2,1,0.2,0.6
0,0,0,1,0.8,0.75
0,0,0,1,-0.133,0.6
2,2,2,1,-0.4,0.55
0,0,0,1,-0.133,0.467
3,3,3,1,0.0,0.0
0,0,0,1,0.333,0.667
0,0,0,1,-0.025,0.35
0,0,0,1,0.5,0.5
2,2,2,1,0.21,0.73
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
0,0,0,1,0.034,0.525
0,0,0,1,0.525,0.583
0,0,0,1,-0.2,0.1
2,2,2,1,0.0,0.0
1,1,1,1,0.333,0.5
3,3,3,1,-0.014,0.438
1,1,1,1,-0.089,0.594
3,3,3,1,-0.25,0.25
1,1,1,1,-0.6,0.9
2,2,2,1,0.177,0.3
0,0,0,1,0.119,0.533
"","","",1,0.1,1.0
0,0,0,1,0.0,0.0
4,4,4,1,-0.146,0.637
0,0,0,1,0.0,0.0
0,0,0,1,0.078,0.344
1,1,1,1,0.078,0.371
