comment_num,retweet_num,like_num,Trend,polarity,subjectivity
1,1,1,1,0.1,0.5
1,1,1,1,-0.025,0.625
1,1,1,1,0.094,0.637
0,0,0,1,-0.4,0.6
0,0,0,1,0.1,0.4
0,0,0,1,0.0,0.0
1,1,1,1,0.5,0.5
0,0,0,1,0.25,0.25
0,0,0,1,0.214,0.643
0,0,0,1,0.0,0.0
0,0,0,1,0.45,0.6
1,1,1,1,0.0,0.0
0,0,0,1,-0.205,0.585
0,0,0,1,0.2,0.5
0,0,0,1,0.433,0.733
0,0,0,1,0.0,0.0
1,1,1,1,0.383,0.544
0,0,0,1,0.268,0.677
0,0,0,1,0.5,0.6
2,2,2,1,0.25,0.25
1,1,1,1,-0.1,0.65
0,0,0,1,-1.0,1.0
0,0,0,1,-0.233,0.783
2,2,2,1,0.013,0.721
0,0,0,1,-0.25,0.65
1,1,1,1,0.35,0.55
1,1,1,1,-0.369,0.7
0,0,0,1,-0.25,0.25
2,2,2,1,0.0,0.5
0,0,0,1,0.12,0.36
0,0,0,1,0.0,0.0
1,1,1,1,0.1,0.45
0,0,0,1,0.425,0.617
0,0,0,1,0.2,0.2
11,11,11,1,0.0,0.0
1,1,1,1,-0.383,0.6
0,0,0,1,0.0,0.0
0,0,0,1,0.535,0.621
0,0,0,1,0.212,0.652
0,0,0,1,0.0,0.0
0,0,0,1,-0.025,0.35
0,0,0,1,-0.4,0.6
1,1,1,1,-0.05,0.4
1,1,1,1,0.45,0.95
0,0,0,1,0.0,0.0
2,2,2,1,0.125,0.425
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
1,1,1,1,0.1,0.4
0,0,0,1,0.0,1.0
0,0,0,1,0.325,0.425
0,0,0,1,0.0,0.0
0,0,0,1,0.325,0.4
0,0,0,1,0.0,0.0
1,1,1,1,0.0,0.067
0,0,0,1,0.0,0.0
31,31,31,1,0.0,0.0
1,1,1,1,0.257,0.471
0,0,0,1,0.148,0.497
0,0,0,1,0.55,0.7
0,0,0,1,-0.4,0.7
0,0,0,1,0.0,0.0
0,0,0,1,-0.071,0.214
0,0,0,1,0.0,0.0
0,0,0,1,-0.1,0.8
0,0,0,1,0.0,0.0
0,0,0,1,0.133,0.7
0,0,0,1,0.6,1.0
0,0,0,1,0.0,0.3
0,0,0,1,0.06,0.365
0,0,0,1,-0.075,0.5
0,0,0,1,0.0,0.0
0,0,0,1,0.875,0.6
0,0,0,1,0.583,0.317
0,0,0,1,0.0,0.0
0,0,0,1,-0.05,0.4
0,0,0,1,-0.125,0.375
1,1,1,1,0.111,0.405
0,0,0,1,0.0,0.0
0,0,0,1,0.172,0.394
1,1,1,1,-0.018,0.429
0,0,0,1,0.0,0.0
0,0,0,1,0.25,0.75
0,0,0,1,0.031,0.3
1,1,1,1,0.0,0.0
0,0,0,1,0.0,0.0
0,0,0,1,-0.125,0.375
0,0,0,1,0.0,1.0
0,0,0,1,0.0,0.4
0,0,0,1,0.0,0.067
0,0,0,1,0.429,0.663
0,0,0,1,0.0,0.0
1,1,1,1,0.0,0.0
4,4,4,1,-0.8,1.0
1,1,1,1,0.425,0.725
1,1,1,1,0.25,0.283
0,0,0,1,0.25,1.0
0,0,0,1,0.5,0.65
1,1,1,1,0.285,0.581
3,3,3,1,0.25,0.367
1,1,1,1,0.3,0.1
0,0,0,1,0.0,0.0
0,0,0,1,0.4,0.8
0,0,0,1,-0.25,0.2
0,0,0,1,0.0,0.0
0,0,0,1,-0.01,0.729
0,0,0,1,0.2,0.9
0,0,0,1,-0.2,0.5
0,0,0,1,0.25,0.2
0,0,0,1,0.5,0.5
1,1,1,1,0.15,0.65
4,4,4,1,-0.025,0.2
0,0,0,1,0.0,0.0
0,0,0,1,-0.2,0.8
0,0,0,1,-0.1,0.4
0,0,0,1,0.0,0.0
0,0,0,1,-0.8,1.0
1,1,1,1,0.0,0.0
0,0,0,1,0.125,0.585
8,8,8,1,0.0,0.0
0,0,0,1,0.0,0.0
0,0,0,1,1.0,0.75
0,0,0,1,0.183,0.467
2,2,2,1,0.01,0.433
0,0,0,1,0.125,0.533
0,0,0,1,0.044,0.347
1,1,1,1,-0.125,0.422
0,0,0,1,-0.375,0.925
0,0,0,1,0.107,0.416
0,0,0,1,0.102,0.392
2,2,2,1,-0.5,0.7
0,0,0,1,-0.025,0.05
0,0,0,1,-0.35,1.0
2,2,2,1,0.0,0.125
0,0,0,1,0.5,0.5
