comment_num,retweet_num,like_num,Trend,polarity,subjectivity
0,0,0,1,0.0,0.125
0,0,0,1,0.025,0.487
5,5,5,1,-0.15,0.411
0,0,0,1,-0.148,0.218
0,0,0,1,-0.05,0.4
0,0,0,1,0.433,0.625
0,0,0,1,0.0,0.0
0,0,0,1,0.25,1.0
0,0,0,1,0.0,0.0
0,0,0,1,-0.1,0.8
0,0,0,1,0.225,0.467
1,1,1,1,0.25,0.283
1,1,1,1,0.0,0.0
1,1,1,1,0.417,0.542
3,3,3,1,0.0,0.0
0,0,0,1,0.117,0.405
0,0,0,1,0.35,0.3
2,2,2,1,0.15,0.65
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.0
0,0,0,1,0.042,0.356
0,0,0,1,0.0,0.1
0,0,0,1,0.0,0.0
1,1,1,1,-0.075,0.543
0,0,0,1,-0.033,0.308
0,0,0,1,0.318,0.543
0,0,0,1,0.5,0.65
0,0,0,1,-0.083,0.096
1,1,1,1,0.186,0.757
0,0,0,1,0.5,0.5
0,0,0,1,0.25,0.75
1,1,1,1,-0.433,0.667
0,0,0,1,0.0,0.0
3,3,3,1,0.733,0.733
0,0,0,1,0.068,0.271
2,2,2,1,0.0,0.25
0,0,0,1,0.0,0.0
"","","",1,0.35,0.95
0,0,0,1,-0.075,0.475
1,1,1,1,0.469,0.525
0,0,0,1,0.2,0.5
0,0,0,1,0.625,1.0
0,0,0,1,-0.001,0.247
0,0,0,1,0.0,0.0
0,0,0,1,-0.267,0.422
2,2,2,1,0.092,0.428
0,0,0,1,0.0,0.0
1,1,1,1,0.2,0.4
0,0,0,1,0.0,0.0
0,0,0,1,0.217,0.5
0,0,0,1,0.0,0.0
"","","",1,0.167,0.233
1,1,1,1,0.2,0.2
3,3,3,1,0.217,0.367
0,0,0,1,-0.1,0.317
0,0,0,1,0.0,0.1
0,0,0,1,0.6,0.7
0,0,0,1,-0.35,0.65
1,1,1,1,0.65,0.783
0,0,0,1,0.45,0.65
0,0,0,1,0.0,0.0
0,0,0,1,-0.05,0.4
0,0,0,1,0.006,0.508
1,1,1,1,-0.078,0.194
0,0,0,1,0.0,0.0
0,0,0,1,0.0,0.25
