comment_num,retweet_num,like_num,Trend,polarity,subjectivity
0,0,0,0,0.312,0.4
14,14,14,0,-0.1,0.425
0,0,0,0,0.0,0.0
0,0,0,0,-0.156,0.289
1,1,1,0,0.45,0.75
1,1,1,0,0.248,0.663
0,0,0,0,0.25,0.4
0,0,0,0,0.0,0.0
0,0,0,0,0.05,0.233
0,0,0,0,0.0,0.3
0,0,0,0,0.175,0.692
1,1,1,0,-0.2,0.75
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
3,3,3,0,0.133,0.5
7,7,7,0,0.038,0.15
0,0,0,0,0.15,0.45
0,0,0,0,0.0,0.5
3,3,3,0,0.0,0.0
1,1,1,0,0.0,0.0
2,2,2,0,0.0,0.0
0,0,0,0,0.0,0.1
0,0,0,0,0.133,0.7
0,0,0,0,0.0,0.0
0,0,0,0,0.6,0.95
0,0,0,0,0.0,0.0
1,1,1,0,0.0,0.0
3,3,3,0,-0.025,0.2
0,0,0,0,0.688,0.25
0,0,0,0,0.45,0.825
1,1,1,0,-0.143,0.411
0,0,0,0,0.0,0.0
6,6,6,0,0.1,0.65
0,0,0,0,0.0,0.0
3,3,3,0,0.0,0.0
0,0,0,0,0.292,0.583
1,1,1,0,0.242,0.6
0,0,0,0,0.367,0.733
0,0,0,0,0.212,0.485
5,5,5,0,0.0,0.0
1,1,1,0,0.221,0.369
0,0,0,0,-0.125,0.375
0,0,0,0,0.0,0.733
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
1,1,1,0,0.0,0.0
0,0,0,0,0.533,0.633
0,0,0,0,-0.5,0.75
0,0,0,0,0.438,0.55
2,2,2,0,-0.071,0.679
0,0,0,0,-0.033,0.3
0,0,0,0,0.0,0.0
0,0,0,0,0.294,0.444
0,0,0,0,0.2,0.3
10,10,10,0,0.375,0.0
4,4,4,0,-0.233,0.256
"","","",0,0.4,0.8
0,0,0,0,0.1,0.3
1,1,1,0,-0.089,0.511
0,0,0,0,0.0,0.0
