comment_num,retweet_num,like_num,Trend,polarity,subjectivity
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
1,1,1,0,1.0,0.3
0,0,0,0,0.0,1.0
1,1,1,0,0.0,0.0
0,0,0,0,-0.5,1.0
"","","",0,0.0,0.0
0,0,0,0,0.0,0.5
0,0,0,0,0.0,0.0
0,0,0,0,0.25,0.75
0,0,0,0,0.333,0.5
0,0,0,0,0.0,0.0
5,5,5,0,0.0,0.0
0,0,0,0,-0.025,0.175
0,0,0,0,0.133,0.7
0,0,0,0,-0.156,0.289
0,0,0,0,-0.133,0.133
0,0,0,0,0.048,0.6
0,0,0,0,-0.7,0.667
0,0,0,0,0.25,0.5
3,3,3,0,0.05,0.806
0,0,0,0,0.0,1.0
0,0,0,0,0.684,0.5
1,1,1,0,0.273,0.373
0,0,0,0,0.3,0.9
1,1,1,0,-0.006,0.248
0,0,0,0,0.0,0.0
0,0,0,0,0.7,0.6
1,1,1,0,0.0,0.0
0,0,0,0,-0.05,0.35
1,1,1,0,-0.219,0.438
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
2,2,2,0,0.072,0.349
0,0,0,0,0.5,0.5
0,0,0,0,0.087,0.238
7,7,7,0,0.2,0.4
14,14,14,0,0.04,0.385
2,2,2,0,0.0,0.0
0,0,0,0,0.0,0.0
1,1,1,0,0.0,0.0
1,1,1,0,0.017,0.383
1,1,1,0,0.0,0.0
0,0,0,0,0.133,0.7
0,0,0,0,0.25,0.383
5,5,5,0,0.05,0.192
0,0,0,0,0.0,0.0
0,0,0,0,-0.1,0.8
2,2,2,0,0.0,0.0
2,2,2,0,0.0,0.0
0,0,0,0,0.4,0.8
0,0,0,0,0.0,0.0
8,8,8,0,0.0,0.1
0,0,0,0,0.036,0.417
1,1,1,0,-0.13,0.5
1,1,1,0,-0.003,0.538
16,16,16,0,-0.15,0.25
0,0,0,0,0.0,0.0
1,1,1,0,-0.075,0.269
2,2,2,0,0.0,0.45
1,1,1,0,0.0,0.0
0,0,0,0,0.133,0.7
0,0,0,0,0.125,0.75
0,0,0,0,0.625,0.5
0,0,0,0,0.378,0.444
0,0,0,0,0.118,0.731
0,0,0,0,0.0,0.5
1,1,1,0,0.25,0.25
0,0,0,0,0.375,0.5
"","","",0,0.0,1.0
4,4,4,0,0.263,0.688
1,1,1,0,-0.095,0.81
7,7,7,0,0.125,0.275
0,0,0,0,0.0,0.0
3,3,3,0,0.075,0.367
0,0,0,0,-0.05,0.35
0,0,0,0,0.0,0.0
2,2,2,0,-0.2,0.35
1,1,1,0,0.25,0.944
1,1,1,0,-0.3,0.4
2,2,2,0,0.158,0.383
0,0,0,0,0.8,0.7
0,0,0,0,0.0,0.0
1,1,1,0,-0.15,0.45
0,0,0,0,0.0,0.0
2,2,2,0,0.425,0.525
"","","",0,0.177,0.548
4,4,4,0,-0.167,0.067
1,1,1,0,-0.1,0.583
0,0,0,0,0.267,0.683
0,0,0,0,0.6,0.9
0,0,0,0,0.0,0.0
1,1,1,0,0.0,0.0
0,0,0,0,0.264,0.448
0,0,0,0,-0.8,1.0
0,0,0,0,-0.233,0.458
0,0,0,0,-0.1,0.8
1,1,1,0,0.0,0.1
1,1,1,0,0.0,0.0
1,1,1,0,-0.278,0.667
0,0,0,0,0.6,1.0
0,0,0,0,-0.1,0.8
1,1,1,0,0.25,0.5
0,0,0,0,0.0,0.0
1,1,1,0,-0.25,0.4
0,0,0,0,0.233,0.6
3,3,3,0,-0.097,0.381
0,0,0,0,0.25,0.483
2,2,2,0,-1.0,0.8
0,0,0,0,0.0,0.0
0,0,0,0,0.525,0.517
0,0,0,0,-0.25,0.5
0,0,0,0,0.0,0.0
"","","",0,0.05,0.6
0,0,0,0,0.375,0.75
0,0,0,0,0.358,0.475
1,1,1,0,-0.15,0.4
0,0,0,0,0.0,0.0
1,1,1,0,0.3,0.65
1,1,1,0,0.0,0.0
1,1,1,0,0.072,0.294
0,0,0,0,0.267,0.467
0,0,0,0,0.267,0.583
"","","",0,0.0,0.0
0,0,0,0,0.625,0.5
0,0,0,0,0.0,0.0
1,1,1,0,-0.05,0.4
6,6,6,0,0.0,0.0
3,3,3,0,0.2,0.688
5,5,5,0,0.0,0.333
0,0,0,0,-0.038,0.402
6,6,6,0,0.0,0.333
0,0,0,0,0.2,0.25
3,3,3,0,0.8,0.75
0,0,0,0,0.0,0.0
0,0,0,0,0.8,0.75
0,0,0,0,0.0,0.0
1,1,1,0,-0.101,0.14
2,2,2,0,0.125,0.25
0,0,0,0,-0.188,0.5
1,1,1,0,0.015,0.49
0,0,0,0,0.0,0.0
0,0,0,0,-0.3,0.4
6,6,6,0,0.181,0.369
0,0,0,0,0.4,0.8
10,10,10,0,0.0,1.0
0,0,0,0,0.0,0.0
2,2,2,0,0.0,0.357
0,0,0,0,0.062,0.5
0,0,0,0,0.6,0.95
0,0,0,0,0.4,0.8
12,12,12,0,-0.25,0.889
4,4,4,0,-0.242,0.492
0,0,0,0,0.8,0.75
1,1,1,0,0.3,0.367
0,0,0,0,0.0,0.0
0,0,0,0,-0.5,0.9
30,30,30,0,0.0,0.0
0,0,0,0,0.0,0.0
0,0,0,0,-0.046,0.463
0,0,0,0,0.5,0.5
2,2,2,0,0.05,0.05
0,0,0,0,0.0,0.0
"","","",0,-0.2,0.2
1,1,1,0,0.078,0.49
0,0,0,0,-0.25,0.95
1,1,1,0,-0.5,0.688
4,4,4,0,0.1,0.2
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
"","","",0,0.218,0.627
0,0,0,0,0.31,0.54
10,10,10,0,0.12,0.482
"","","",0,0.4,0.5
"","","",0,-1.0,1.0
0,0,0,0,0.358,0.467
0,0,0,0,0.0,0.0
1,1,1,0,-0.117,0.367
0,0,0,0,0.475,0.6
1,1,1,0,0.0,0.0
0,0,0,0,0.0,0.0
2,2,2,0,0.0,0.067
1,1,1,0,0.229,0.37
0,0,0,0,0.0,0.0
0,0,0,0,0.2,0.55
0,0,0,0,0.0,0.0
0,0,0,0,-0.15,0.525
2,2,2,0,0.0,0.0
1,1,1,0,0.7,0.875
1,1,1,0,-0.111,0.333
0,0,0,0,0.0,1.0
0,0,0,0,-0.208,0.158
0,0,0,0,0.0,0.0
1,1,1,0,0.0,0.0
0,0,0,0,0.4,0.35
0,0,0,0,0.138,0.35
1,1,1,0,-0.267,0.617
0,0,0,0,0.0,0.0
1,1,1,0,0.36,0.36
3,3,3,0,0.0,0.0
19,19,19,0,0.75,0.95
2,2,2,0,0.417,0.5
0,0,0,0,0.0,0.75
0,0,0,0,0.0,0.75
3,3,3,0,-0.292,0.542
1,1,1,0,0.0,0.0
3,3,3,0,0.0,0.0
"","","",0,0.8,0.7
1,1,1,0,-0.163,0.502
1,1,1,0,0.0,0.0
18,18,18,0,0.163,0.58
0,0,0,0,0.0,0.0
1,1,1,0,0.031,0.25
0,0,0,0,0.0,0.0
2,2,2,0,0.375,0.625
0,0,0,0,0.5,0.5
0,0,0,0,0.0,0.0
1,1,1,0,-0.1,0.667
1,1,1,0,0.219,0.478
1,1,1,0,-0.3,0.4
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
0,0,0,0,0.8,0.9
0,0,0,0,0.379,0.485
2,2,2,0,0.1,0.6
2,2,2,0,0.25,0.5
0,0,0,0,-0.15,0.65
1,1,1,0,0.117,0.683
0,0,0,0,0.0,0.3
2,2,2,0,0.017,0.467
2,2,2,0,0.177,0.573
1,1,1,0,0.367,0.564
1,1,1,0,0.044,0.625
2,2,2,0,0.0,0.125
0,0,0,0,-0.05,0.345
1,1,1,0,-0.073,0.597
0,0,0,0,0.125,0.4
1,1,1,0,0.25,0.333
0,0,0,0,0.0,0.0
0,0,0,0,0.493,0.368
0,0,0,0,0.455,0.89
0,0,0,0,0.078,0.322
0,0,0,0,0.112,0.463
0,0,0,0,0.25,0.75
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
5,5,5,0,0.0,0.0
0,0,0,0,-1.0,1.0
1,1,1,0,0.0,0.0
0,0,0,0,0.45,0.65
0,0,0,0,0.6,1.0
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
1,1,1,0,0.0,0.1
0,0,0,0,0.094,0.594
0,0,0,0,0.2,0.5
"","","",0,0.079,0.432
0,0,0,0,0.167,0.242
0,0,0,0,0.35,0.7
0,0,0,0,0.0,0.586
2,2,2,0,0.038,0.239
1,1,1,0,0.3,0.633
1,1,1,0,0.25,0.5
1,1,1,0,0.0,0.0
