comment_num,retweet_num,like_num,Trend,polarity,subjectivity
0,0,0,0,-0.6,1.0
0,0,0,0,0.0,0.0
"","","",0,0.318,0.477
0,0,0,0,0.0,0.0
0,0,0,0,0.062,0.562
1,1,1,0,-0.1,0.9
0,0,0,0,0.25,0.333
1,1,1,0,-0.1,0.1
0,0,0,0,-0.1,0.492
0,0,0,0,0.0,0.0
0,0,0,0,0.373,0.542
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
1,1,1,0,0.4,0.567
0,0,0,0,0.1,0.3
0,0,0,0,0.5,0.5
1,1,1,0,-0.512,0.562
0,0,0,0,0.4,0.7
1,1,1,0,0.0,0.062
6,6,6,0,0.284,0.395
0,0,0,0,0.133,0.7
0,0,0,0,0.0,0.0
0,0,0,0,0.2,0.433
0,0,0,0,0.188,0.438
0,0,0,0,0.044,0.544
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
0,0,0,0,0.4,0.8
0,0,0,0,0.0,0.0
13,13,13,0,0.053,0.18
2,2,2,0,0.0,0.0
0,0,0,0,0.0,0.0
2,2,2,0,-0.294,0.6
1,1,1,0,0.175,0.481
0,0,0,0,0.0,0.0
5,5,5,0,0.0,0.5
0,0,0,0,0.1,0.4
2,2,2,0,0.611,0.889
0,0,0,0,0.7,0.6
0,0,0,0,0.083,0.233
2,2,2,0,0.024,0.172
0,0,0,0,0.0,0.0
0,0,0,0,0.25,0.8
1,1,1,0,-0.5,0.9
1,1,1,0,0.0,0.0
0,0,0,0,0.35,0.55
0,0,0,0,-0.031,0.469
0,0,0,0,-0.91,1.0
2,2,2,0,0.0,0.0
1,1,1,0,0.114,0.481
0,0,0,0,0.1,0.4
4,4,4,0,0.225,0.338
3,3,3,0,0.2,0.2
0,0,0,0,-0.3,0.4
2,2,2,0,0.0,0.077
1,1,1,0,0.0,0.077
0,0,0,0,0.45,0.775
"","","",0,0.0,0.5
0,0,0,0,0.642,0.667
1,1,1,0,0.3,0.2
"","","",0,0.25,0.333
0,0,0,0,0.2,0.4
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
1,1,1,0,-0.125,0.075
"","","",0,-0.321,0.739
0,0,0,0,0.65,0.5
1,1,1,0,0.3,0.533
0,0,0,0,0.208,0.438
16,16,16,0,0.7,0.6
0,0,0,0,0.0,0.0
0,0,0,0,0.3,0.35
0,0,0,0,-0.312,0.688
2,2,2,0,-0.025,0.2
0,0,0,0,0.293,0.507
0,0,0,0,0.0,0.0
1,1,1,0,0.0,0.0
0,0,0,0,0.0,0.0
1,1,1,0,-0.202,0.818
4,4,4,0,0.155,0.575
0,0,0,0,0.286,0.536
0,0,0,0,-0.2,0.3
1,1,1,0,0.286,0.536
0,0,0,0,0.0,0.0
0,0,0,0,0.3,0.456
0,0,0,0,-0.5,0.9
1,1,1,0,0.0,0.0
2,2,2,0,-0.5,1.0
1,1,1,0,0.0,0.0
0,0,0,0,0.2,0.3
2,2,2,0,1.0,0.3
0,0,0,0,-0.1,0.233
1,1,1,0,0.286,0.536
0,0,0,0,0.0,0.0
0,0,0,0,0.233,0.622
0,0,0,0,0.0,0.0
0,0,0,0,-0.333,0.667
0,0,0,0,0.0,0.0
0,0,0,0,0.333,0.667
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
0,0,0,0,0.0,0.0
1,1,1,0,-0.156,0.289
0,0,0,0,0.0,0.0
1,1,1,0,0.0,0.0
0,0,0,0,0.0,0.0
0,0,0,0,-0.156,0.289
